Pollutant,Measure,Measure Info,Location,Period,Start_Date,Value
Ozone (O3),Mean,ppb,Greenwich Village and Soho (CD2),Summer 2022,2022-06-01,30.23342843
Ozone (O3),Mean,ppb,Long Island City and Astoria (CD1),Summer 2022,2022-06-01,33.60399471
Ozone (O3),Mean,ppb,Woodside and Sunnyside (CD2),Summer 2022,2022-06-01,32.76581214
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Southeast Queens,2017-2019,2017-01-01,22.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Southeast Queens,2005-2007,2005-01-01,43.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",High Bridge - Morrisania,2005-2007,2005-01-01,84.8
Ozone (O3),Mean,ppb,Mott Haven and Melrose (CD1),Summer 2022,2022-06-01,31.85882124
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Annual Average 2012,2011-12-01,31.1
Ozone (O3),Mean,ppb,Financial District (CD1),Summer 2012,2012-06-01,26.63
Ozone (O3),Mean,ppb,Financial District (CD1),Summer 2021,2021-06-01,28.04687548
Ozone (O3),Mean,ppb,Manhattan,Summer 2015,2015-06-01,27.77
Ozone (O3),Mean,ppb,Lower Manhattan,Summer 2019,2019-06-01,24.72
Ozone (O3),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Summer 2012,2012-06-01,30.22
Fine particles (PM 2.5),Mean,mcg/m3,Upper East Side (CD8),Winter 2022-23,2022-12-01,6.674952441
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights and Inwood (CD12),Summer 2019,2019-06-01,8.21
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights and Inwood (CD12),Winter 2019-20,2019-12-01,7.33
Fine particles (PM 2.5),Mean,mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2015,2015-06-01,9.7
Fine particles (PM 2.5),Mean,mcg/m3,Williamsbridge and Baychester (CD12),Summer 2015,2015-06-01,9.65
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Kingsbridge - Riverdale,2017-2019,2017-01-01,3.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Washington Heights,2005-2007,2005-01-01,6.6
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Greenpoint,2017-2019,2017-01-01,14.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Greenpoint,2017-2019,2017-01-01,1.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Washington Heights,2017-2019,2017-01-01,3.0
Annual vehicle miles traveled,Million miles,per square mile,Upper East Side (CD8),2019,2019-01-01,138.634822
Annual vehicle miles traveled (trucks),Million miles,per square mile,Upper East Side (CD8),2019,2019-01-01,7.848495
Annual vehicle miles traveled (trucks),Million miles,per square mile,Williamsbridge and Baychester (CD12),2019,2019-01-01,3.724119
Annual vehicle miles traveled (trucks),Million miles,per square mile,Williamsbridge and Baychester (CD12),2010,2010-01-01,2.959784
Annual vehicle miles traveled,Million miles,per square mile,Throgs Neck and Co-op City (CD10),2010,2010-01-01,73.596321
Annual vehicle miles traveled,Million miles,per square mile,Williamsbridge and Baychester (CD12),2010,2010-01-01,48.178637
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Long Island City - Astoria,2005-2007,2005-01-01,3.7
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Washington Heights,2017-2019,2017-01-01,23.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Greenpoint,2005-2007,2005-01-01,36.6
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Greenpoint,2005-2007,2005-01-01,5.8
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Greenpoint,2005-2007,2005-01-01,18.4
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Greenpoint,2017-2019,2017-01-01,4.0
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Annual Average 2015,2015-01-01,18.97
Ozone (O3),Mean,ppb,Central Harlem (CD10),Summer 2022,2022-06-01,31.19724315
Ozone (O3),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Summer 2022,2022-06-01,34.84675553
Ozone (O3),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2022,2022-06-01,33.59165591
Ozone (O3),Mean,ppb,Williamsbridge and Baychester (CD12),Summer 2022,2022-06-01,31.77218377
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Long Island City - Astoria,2017-2019,2017-01-01,27.0
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Summer 2011,2011-06-01,19.96
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Winter 2020-21,2020-12-01,23.07006868
Ozone (O3),Mean,ppb,Elmhurst and Corona (CD4),Summer 2022,2022-06-01,34.0864271
Ozone (O3),Mean,ppb,Jackson Heights (CD3),Summer 2022,2022-06-01,34.19270054
Ozone (O3),Mean,ppb,Bedford Stuyvesant (CD3),Summer 2022,2022-06-01,33.15824793
Ozone (O3),Mean,ppb,Morrisania and Crotona (CD3),Summer 2022,2022-06-01,31.78021728
Ozone (O3),Mean,ppb,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01,28.36919594
Ozone (O3),Mean,ppb,Lower East Side and Chinatown (CD3),Summer 2013,2013-06-01,26.1
Ozone (O3),Mean,ppb,Lower East Side and Chinatown (CD3),Summer 2012,2012-06-01,28.81
Ozone (O3),Mean,ppb,Greenwich Village - SoHo,Summer 2019,2019-06-01,25.04
Ozone (O3),Mean,ppb,Hunts Point - Mott Haven,Summer 2019,2019-06-01,29.58
Ozone (O3),Mean,ppb,East Flatbush - Flatbush,Summer 2015,2015-06-01,32.2
Ozone (O3),Mean,ppb,Bronx,Summer 2019,2019-06-01,29.87
Ozone (O3),Mean,ppb,Bushwick (CD4),Summer 2021,2021-06-01,30.38502476
Ozone (O3),Mean,ppb,Flatlands and Canarsie (CD18),Summer 2021,2021-06-01,32.244583
Ozone (O3),Mean,ppb,Elmhurst and Corona (CD4),Summer 2021,2021-06-01,30.30053774
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Summer 2012,2012-06-01,18.39
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Summer 2013,2013-06-01,18.09
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Summer 2021,2021-06-01,12.66773429
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Annual Average 2019,2019-01-01,18.16
Nitrogen dioxide (NO2),Mean,ppb,Lower East Side and Chinatown (CD3),Winter 2013-14,2013-12-01,32.23
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Winter 2019-20,2019-12-01,25.56
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Summer 2015,2015-06-01,14.54
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2012-13,2012-12-01,25.91
Nitrogen dioxide (NO2),Mean,ppb,Highbridge and Concourse (CD4),Winter 2017-18,2017-12-01,27.07
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Winter 2008-09,2008-12-01,31.68
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Winter 2013-14,2013-12-01,28.97
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant (CD3),Winter 2017-18,2017-12-01,26.67
Nitrogen dioxide (NO2),Mean,ppb,Lower East Side and Chinatown (CD3),Annual Average 2012,2011-12-01,27.42
Nitrogen dioxide (NO2),Mean,ppb,Morrisania and Crotona (CD3),Summer 2022,2022-06-01,13.14774864
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Annual Average 2012,2011-12-01,22.36
Ozone (O3),Mean,ppb,Bedford Stuyvesant (CD3),Summer 2009,2009-06-01,23.92
Ozone (O3),Mean,ppb,Morrisania and Crotona (CD3),Summer 2009,2009-06-01,23.39
Ozone (O3),Mean,ppb,Flatlands and Canarsie (CD18),Summer 2009,2009-06-01,28.95
Nitrogen dioxide (NO2),Mean,ppb,Lower East Side and Chinatown (CD3),Annual Average 2021,2021-01-01,19.28577276
Ozone (O3),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Summer 2013,2013-06-01,27.62
Ozone (O3),Mean,ppb,Financial District (CD1),Summer 2013,2013-06-01,24.41
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint and Williamsburg (CD1),Annual Average 2018,2018-01-01,22.14
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Annual Average 2016,2015-12-31,20.84
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Winter 2021-22,2021-12-01,23.4564059
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Annual Average 2022,2022-01-01,17.82998989
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village and Soho (CD2),Winter 2017-18,2017-12-01,29.57
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Winter 2013-14,2013-12-01,34.54
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Winter 2017-18,2017-12-01,27.01
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Annual Average 2023,2023-01-01,17.0841194
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,2013-12-01,30.49
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint and Williamsburg (CD1),Winter 2017-18,2017-12-01,28.41
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Annual Average 2019,2019-01-01,19.04
Nitrogen dioxide (NO2),Mean,ppb,Mott Haven and Melrose (CD1),Summer 2022,2022-06-01,14.0495527
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,2011-12-01,24.81
Ozone (O3),Mean,ppb,Greenwich Village and Soho (CD2),Summer 2009,2009-06-01,20.46
Ozone (O3),Mean,ppb,Mott Haven and Melrose (CD1),Summer 2009,2009-06-01,23.97
Ozone (O3),Mean,ppb,Woodside and Sunnyside (CD2),Summer 2009,2009-06-01,26.36
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village and Soho (CD2),Annual Average 2017,2017-01-01,25.68
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Annual Average 2021,2021-01-01,21.61461692
Ozone (O3),Mean,ppb,High Bridge - Morrisania,Summer 2019,2019-06-01,28.62
Ozone (O3),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2015,2015-06-01,32.83
Ozone (O3),Mean,ppb,Borough Park,Summer 2019,2019-06-01,30.62
Ozone (O3),Mean,ppb,Borough Park,Summer 2015,2015-06-01,32.14
Ozone (O3),Mean,ppb,Union Square - Lower East Side,Summer 2019,2019-06-01,25.72
Ozone (O3),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2015,2015-06-01,35.01
Ozone (O3),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,30.83
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,13.0
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2012-13,2012-12-01,24.26
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Annual Average 2010,2009-12-01,21.48
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Summer 2015,2015-06-01,21.25
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Summer 2019,2019-06-01,19.7
Ozone (O3),Mean,ppb,Financial District (CD1),Summer 2009,2009-06-01,19.11
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Queens,2017-2019,2017-01-01,5.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Queens,2005-2007,2005-01-01,4.8
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Queens,2005-2007,2005-01-01,15.7
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Queens,2017-2019,2017-01-01,5.0
Nitrogen dioxide (NO2),Mean,ppb,South Bronx,Summer 2019,2019-06-01,15.15
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Winter 2019-20,2019-12-01,25.64
Ozone (O3),Mean,ppb,South Bronx,Summer 2019,2019-06-01,29.16
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Annual Average 2010,2009-12-01,19.1
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Winter 2019-20,2019-12-01,22.86
Ozone (O3),Mean,ppb,Canarsie - Flatlands,Summer 2019,2019-06-01,34.05
Ozone (O3),Mean,ppb,Borough Park,Summer 2019,2019-06-01,30.62
Ozone (O3),Mean,ppb,Long Island City - Astoria,Summer 2015,2015-06-01,31.43
Nitrogen dioxide (NO2),Mean,ppb,Queens,Summer 2021,2021-06-01,11.0058459
Nitrogen dioxide (NO2),Mean,ppb,Queens,Winter 2021-22,2021-12-01,20.07897637
Nitrogen dioxide (NO2),Mean,ppb,Queens,Annual Average 2012,2011-12-01,19.41
Nitrogen dioxide (NO2),Mean,ppb,Queens,Summer 2009,2009-06-01,18.15
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Winter 2012-13,2012-12-01,9.83
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Summer 2019,2019-06-01,7.71
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Winter 2019-20,2019-12-01,6.85
Boiler Emissions- Total SO2 Emissions,Number per km2,number,Queens,2015,2015-01-01,1.4
Fine particles (PM 2.5),Mean,mcg/m3,Queens,Annual Average 2022,2022-01-01,5.69532372
Fine particles (PM 2.5),Mean,mcg/m3,Sheepshead Bay (CD15),Summer 2022,2022-06-01,5.818567276
Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Queens,2005,2005-01-01,2.7
Annual vehicle miles traveled,Million miles,per square mile,Queens,2005,2005-01-01,47.720574
Ozone (O3),Mean,ppb,Sheepshead Bay (CD15),Summer 2016,2016-06-01,35.37
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Queens,2012-2014,2012-01-02,4.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Queens,2012-2014,2012-01-02,32.76291581
Annual vehicle miles traveled (cars),Million miles,per square mile,Queens,2010,2010-01-01,59.89126
Annual vehicle miles traveled (trucks),Million miles,per square mile,Queens,2019,2019-01-01,2.786516
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island (CD13),Summer 2022,2022-06-01,5.809080731
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Queens,2017-2019,2017-01-01,27.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Queens,2005-2007,2005-01-01,54.8
Nitrogen dioxide (NO2),Mean,ppb,Queens,Annual Average 2021,2021-01-01,15.46265071
Ozone (O3),Mean,ppb,Queens,Summer 2009,2009-06-01,26.85
Nitrogen dioxide (NO2),Mean,ppb,Queens,Winter 2013-14,2013-12-01,26.84
Ozone (O3),Mean,ppb,East New York and Starrett City (CD5),Summer 2022,2022-06-01,34.60004805
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Central Harlem - Morningside Heights,2005-2007,2005-01-01,105.2
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Central Harlem - Morningside Heights,2017-2019,2017-01-01,38.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Chelsea - Clinton,2017-2019,2017-01-01,26.0
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Northeast Bronx,2005-2007,2005-01-01,77.3
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Annual Average 2012,2011-12-01,39.98
Ozone (O3),Mean,ppb,Midtown (CD5),Summer 2021,2021-06-01,26.85959473
Ozone (O3),Mean,ppb,Fordham and University Heights (CD5),Summer 2012,2012-06-01,32.89
Ozone (O3),Mean,ppb,Downtown - Heights - Slope,Summer 2015,2015-06-01,29.76
Ozone (O3),Mean,ppb,Chelsea - Clinton,Summer 2019,2019-06-01,23.84
Ozone (O3),Mean,ppb,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,27.07
Ozone (O3),Mean,ppb,Chelsea - Clinton,Summer 2015,2015-06-01,26.11
Ozone (O3),Mean,ppb,Fordham and University Heights (CD5),Summer 2013,2013-06-01,29.66
Ozone (O3),Mean,ppb,Fordham and University Heights (CD5),Summer 2021,2021-06-01,28.87391329
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Winter 2021-22,2021-12-01,21.01131833
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2022,2022-01-01,15.39830729
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Summer 2015,2015-06-01,25.55
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Annual Average 2010,2009-12-01,36.03
Nitrogen dioxide (NO2),Mean,ppb,Northeast Bronx,Summer 2019,2019-06-01,12.28
Nitrogen dioxide (NO2),Mean,ppb,Northeast Bronx,Winter 2022-23,2022-12-01,17.57629674
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Summer 2015,2015-06-01,17.42
Nitrogen dioxide (NO2),Mean,ppb,Fordham and University Heights (CD5),Winter 2013-14,2013-12-01,28.44
Ozone (O3),Mean,ppb,Brownsville (CD16),Summer 2009,2009-06-01,25.39
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Winter 2012-13,2012-12-01,28.16
Ozone (O3),Mean,ppb,Midtown (CD5),Summer 2009,2009-06-01,14.38
Ozone (O3),Mean,ppb,Fordham and University Heights (CD5),Summer 2009,2009-06-01,22.21
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2017,2017-01-01,17.92
Ozone (O3),Mean,ppb,Fresh Meadows,Summer 2015,2015-06-01,31.53
Ozone (O3),Mean,ppb,Fresh Meadows,Summer 2019,2019-06-01,31.81
Ozone (O3),Mean,ppb,Downtown - Heights - Slope,Summer 2019,2019-06-01,27.61
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Summer 2019,2019-06-01,17.99
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,28.64
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",East Harlem,2017-2019,2017-01-01,90.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",East Harlem,2017-2019,2017-01-01,5.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Flushing - Clearview,2017-2019,2017-01-01,1.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01,114.4
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Sunset Park,2005-2007,2005-01-01,17.2
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",East Harlem,2005-2007,2005-01-01,44.8
Ozone (O3),Mean,ppb,Riverdale and Fieldston (CD8),Summer 2016,2016-06-01,32.52
Ozone (O3),Mean,ppb,Clinton and Chelsea (CD4),Summer 2011,2011-06-01,25.95
Ozone (O3),Mean,ppb,Clinton and Chelsea (CD4),Summer 2016,2016-06-01,29.76
Nitrogen dioxide (NO2),Mean,ppb,Riverdale and Fieldston (CD8),Summer 2016,2016-06-01,13.0
Nitrogen dioxide (NO2),Mean,ppb,Riverdale and Fieldston (CD8),Winter 2015-16,2015-12-01,19.54
Ozone (O3),Mean,ppb,Crown Heights and Prospect Heights (CD8),Summer 2022,2022-06-01,33.36083066
Ozone (O3),Mean,ppb,Belmont and East Tremont (CD6),Summer 2022,2022-06-01,31.87381866
Ozone (O3),Mean,ppb,Park Slope and Carroll Gardens (CD6),Summer 2022,2022-06-01,32.89096201
Ozone (O3),Mean,ppb,Riverdale and Fieldston (CD8),Summer 2022,2022-06-01,30.15494095
Ozone (O3),Mean,ppb,Clinton and Chelsea (CD4),Summer 2022,2022-06-01,29.53574853
Ozone (O3),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Summer 2022,2022-06-01,29.67289705
Ozone (O3),Mean,ppb,Bedford Stuyvesant - Crown Heights,Summer 2015,2015-06-01,31.18
Ozone (O3),Mean,ppb,Sunset Park,Summer 2019,2019-06-01,28.83
Ozone (O3),Mean,ppb,Ridgewood - Forest Hills,Summer 2019,2019-06-01,31.3
Ozone (O3),Mean,ppb,Flushing - Clearview,Summer 2015,2015-06-01,31.88
Nitrogen dioxide (NO2),Mean,ppb,Riverdale and Fieldston (CD8),Annual Average 2018,2018-01-01,15.77
